idFrom,idTo,vehicleType,month,day,hour,minute,holiday,vacation,temperature,pType,secondsDelay
12,10,2,8,2,18,41,0,1,37,0,164
10,9,0,12,1,18,31,0,1,5,2,192
9,4,2,1,2,19,23,1,0,-22,2,147
4,7,1,1,6,6,12,0,0,-5,2,130
19,18,1,6,3,15,29,0,1,32,0,172
18,1,0,11,6,20,37,0,0,-10,0,150
1,8,1,10,5,18,35,0,0,15,1,254
9,3,1,9,6,19,44,0,0,21,1,173
3,2,1,11,5,16,28,0,0,-22,0,112
2,17,1,10,4,10,32,0,0,17,1,238
17,20,0,2,7,13,55,0,0,4,2,179
8,14,0,7,2,16,42,0,1,30,2,244
14,15,0,6,4,7,31,0,0,39,2,207
16,21,2,1,3,17,13,1,0,-18,0,230
21,9,2,3,6,20,52,0,0,9,2,138
6,5,1,2,7,17,13,0,0,-4,0,146
5,8,2,2,3,17,30,0,0,5,0,236
8,11,0,12,2,11,34,1,0,-5,0,179
11,13,2,10,1,14,43,0,0,22,0,184
12,10,2,12,3,10,14,0,1,-1,2,172
10,9,0,8,4,22,49,0,1,26,0,162
9,4,0,12,2,10,26,1,0,-5,0,147
4,7,1,2,6,19,56,0,0,-9,2,140
19,18,1,5,7,21,22,0,0,25,1,191
18,1,2,4,4,20,19,0,1,22,0,147
1,8,1,1,3,14,52,0,0,7,0,236
9,3,1,8,5,14,45,0,1,40,0,167
3,2,2,8,7,21,0,0,0,38,2,103
2,17,2,5,3,9,56,0,0,10,1,237
17,20,1,12,1,19,50,1,0,-20,0,133
8,14,2,6,3,19,47,0,0,39,0,237
14,15,0,1,7,21,27,0,0,-24,2,158
16,21,0,7,4,11,43,0,1,40,2,248
21,9,1,8,6,7,31,0,0,32,2,132
6,5,1,1,2,9,16,0,1,-12,2,146
5,8,0,5,7,22,28,0,0,14,0,170
8,11,2,4,4,22,48,1,0,11,2,165
11,13,0,1,6,12,58,0,0,-11,2,214
12,10,1,10,4,13,14,0,0,19,2,158
10,9,0,4,3,12,16,1,0,14,1,163
9,4,0,12,6,22,25,0,0,-16,2,172
4,7,0,8,1,7,15,0,1,35,2,131
19,18,2,12,4,16,5,1,0,-12,0,174
18,1,2,2,3,11,22,0,1,-23,0,161
1,8,2,1,5,19,20,1,0,0,0,201
9,3,1,3,1,17,17,0,0,-12,2,221
3,2,1,2,2,7,11,0,1,3,0,114
2,17,2,6,6,14,9,0,0,40,1,214
17,20,0,6,2,12,51,0,1,27,0,151
8,14,1,4,2,18,47,1,0,22,1,255
14,15,1,7,5,10,37,0,1,29,0,160
16,21,0,7,6,7,8,0,0,32,0,242
21,9,2,2,3,21,0,0,1,3,2,130
6,5,1,9,2,22,27,0,1,19,1,111
5,8,1,12,5,20,53,0,0,1,2,251
8,11,2,9,7,17,41,0,0,19,1,200
11,13,0,11,7,11,36,0,0,-3,2,197
12,10,2,2,1,14,45,0,0,0,0,164
10,9,0,3,6,9,38,0,0,-13,2,198
9,4,1,11,2,8,5,0,0,-7,0,177
4,7,1,1,5,11,7,1,0,-2,0,109
19,18,1,7,6,8,42,0,0,30,2,184
18,1,2,6,5,16,14,0,1,34,0,132
1,8,0,7,1,9,30,0,1,31,1,187
9,3,2,11,2,16,34,0,0,-10,0,193
3,2,1,3,3,8,49,0,0,0,2,139
2,17,2,8,6,16,50,0,0,39,0,232
17,20,2,4,7,7,10,0,0,15,1,137
8,14,0,12,3,22,35,1,0,8,1,216
14,15,0,4,7,20,46,0,0,21,1,180
16,21,0,11,6,10,16,0,0,-10,0,264
21,9,2,7,7,21,47,0,0,40,0,127
6,5,2,5,2,8,6,0,0,19,0,135
5,8,1,8,6,7,44,0,0,40,1,218
8,11,1,3,6,19,32,0,0,5,0,205
11,13,2,3,7,6,2,0,0,-3,2,183
12,10,0,7,3,15,56,0,1,27,2,179
10,9,0,1,6,12,13,0,0,-15,0,193
9,4,1,6,5,22,35,0,1,27,0,171
4,7,1,4,6,10,38,0,0,23,0,115
19,18,1,1,3,11,22,0,0,0,2,195
18,1,1,8,1,12,35,0,1,39,2,170
1,8,1,11,2,22,32,0,0,-21,0,229
9,3,2,1,1,22,25,1,0,-3,0,164
3,2,2,9,4,10,39,0,1,22,1,105
2,17,0,5,4,18,30,0,0,21,1,257
17,20,2,3,7,22,24,0,0,3,2,142
8,14,0,7,1,21,53,0,1,33,2,219
14,15,1,5,2,19,24,0,0,17,0,170
16,21,1,1,4,12,34,1,0,-13,0,251
21,9,0,3,2,22,50,0,0,4,1,131
6,5,2,7,2,8,6,0,1,35,2,123
5,8,1,7,1,16,3,0,1,35,1,220
8,11,2,3,2,12,45,0,0,-10,2,198
11,13,1,3,2,22,57,0,0,4,1,195
12,10,1,3,5,11,27,0,0,-3,0,160
10,9,0,4,1,20,8,0,0,23,1,190
9,4,0,5,6,8,10,0,0,19,2,155
4,7,2,4,6,15,43,0,0,25,0,124
19,18,1,12,3,9,42,1,0,-20,0,199
18,1,1,6,5,17,6,0,1,38,1,175
1,8,1,8,2,22,32,0,1,38,0,182
9,3,1,8,7,10,55,0,0,30,1,189
3,2,0,12,1,10,54,0,1,-4,0,108
2,17,0,1,4,18,24,0,1,-5,2,245
17,20,1,1,1,11,4,0,1,-12,2,170
8,14,2,1,7,15,41,0,0,7,0,245
14,15,1,2,7,15,40,0,0,-6,2,192
16,21,0,11,7,9,1,0,0,-18,2,275
21,9,0,11,7,7,56,0,0,1,2,145
6,5,0,9,4,6,57,0,0,20,1,127
5,8,1,4,5,6,29,0,0,13,1,221
8,11,2,3,7,10,48,0,0,-21,0,174
11,13,0,5,4,7,17,0,0,12,1,214
12,10,2,8,1,10,36,0,1,33,2,135
10,9,0,8,6,15,22,0,0,30,2,202
9,4,1,11,3,17,49,0,0,6,2,206
4,7,1,4,5,8,33,1,0,24,0,124
19,18,1,4,6,16,0,0,0,22,0,204
18,1,2,3,2,10,25,0,0,-19,2,177
1,8,0,3,4,11,22,0,0,5,2,240
9,3,1,6,5,20,39,0,1,35,1,160
3,2,1,4,7,17,18,0,0,17,1,119
2,17,0,11,7,20,17,0,0,-10,2,249
17,20,1,2,1,15,57,0,1,2,2,163
8,14,2,9,2,12,11,0,1,25,1,207
14,15,0,9,7,16,16,0,0,25,2,162
16,21,1,11,6,11,1,0,0,-8,0,263
21,9,1,5,3,19,24,0,0,17,1,144
6,5,1,10,5,19,37,0,0,25,1,148
5,8,1,6,4,14,14,0,1,34,2,197
8,11,0,3,5,17,27,0,0,-23,0,200
11,13,2,12,2,19,45,1,0,-5,2,194
12,10,0,9,2,11,30,0,0,13,0,146
10,9,0,10,2,10,57,0,0,22,0,184
9,4,2,7,1,12,46,0,1,37,2,163
4,7,0,5,6,22,51,0,0,25,0,107
19,18,0,4,4,9,24,0,0,12,2,185
18,1,2,2,4,15,29,0,1,-6,0,150
1,8,1,6,6,20,49,0,0,38,0,221
9,3,1,10,4,11,44,0,0,13,2,181
3,2,0,9,6,15,55,0,0,16,2,110
2,17,2,8,2,11,35,0,1,31,0,186
17,20,2,5,2,11,27,0,0,15,0,154
8,14,2,4,6,16,28,0,0,15,0,224
14,15,1,5,4,11,46,0,0,12,2,165
16,21,1,8,7,22,39,0,0,29,1,255
21,9,2,1,7,13,5,0,0,9,2,136
6,5,2,11,5,19,44,0,0,8,1,147
5,8,1,5,7,15,54,0,0,17,2,221
8,11,2,8,5,6,52,0,1,38,0,175
11,13,2,11,2,21,40,0,0,4,1,181
12,10,0,3,5,8,16,0,0,-8,2,192
10,9,2,12,5,13,41,0,0,-8,0,191
9,4,1,6,4,11,16,0,1,26,1,163
4,7,2,12,6,9,23,0,0,3,1,136
19,18,0,10,2,21,33,0,0,22,1,178
18,1,1,10,7,22,55,0,0,15,2,164
1,8,2,2,7,19,2,0,0,-6,2,215
9,3,0,3,2,18,23,0,0,-16,2,224
3,2,2,3,4,9,13,0,0,-14,2,117
2,17,2,10,7,20,16,0,0,13,1,223
17,20,1,4,6,8,7,0,0,21,0,160
8,14,0,6,7,20,8,0,0,31,0,205
14,15,1,2,5,20,13,0,0,-19,0,176
16,21,1,10,2,21,46,0,0,21,1,286
21,9,1,9,7,12,30,0,0,19,2,143
6,5,1,12,7,13,38,0,0,-15,2,149
5,8,2,12,2,20,51,0,0,-6,0,227
8,11,0,12,1,9,41,1,0,-3,0,193
11,13,0,10,6,8,9,0,0,18,1,182
12,10,0,1,7,21,35,0,0,5,2,159
10,9,0,8,6,6,38,0,0,31,1,183
9,4,1,9,6,10,23,0,0,23,1,171
4,7,0,1,2,16,49,1,0,-13,0,135
19,18,1,3,6,7,43,0,0,4,1,211
18,1,1,2,4,8,49,0,0,-8,2,199
1,8,2,6,5,13,14,0,1,34,2,213
9,3,1,3,7,12,55,0,0,-24,0,165
3,2,0,4,2,15,56,0,1,24,1,108
2,17,2,1,3,8,23,1,0,-1,0,204
17,20,0,8,3,19,37,0,1,26,1,162
8,14,2,2,6,22,21,0,0,1,0,186
14,15,1,6,3,18,50,0,1,40,0,183
16,21,0,2,2,12,41,0,0,-8,2,323
21,9,1,6,6,18,44,0,0,40,0,140
6,5,2,8,6,8,1,0,0,37,1,122
5,8,0,6,6,20,42,0,0,36,2,216
8,11,2,3,4,22,30,0,0,-16,0,189
11,13,2,11,1,12,33,0,0,-22,2,199
12,10,1,6,3,8,54,0,0,39,1,191
10,9,2,2,6,8,4,0,0,2,0,176
9,4,0,11,5,17,56,0,0,1,0,184
4,7,1,3,2,16,48,0,0,0,2,142
19,18,0,4,5,10,8,1,0,17,1,182
18,1,2,7,4,10,1,0,1,36,0,142
1,8,0,5,4,21,34,0,0,22,1,211
9,3,2,1,1,10,4,1,0,-10,0,138
3,2,1,4,5,21,11,0,0,16,1,101
2,17,1,4,7,19,46,0,0,18,1,235
17,20,0,9,2,7,6,0,1,21,2,158
8,14,1,12,3,8,52,1,0,-5,0,249
14,15,1,12,4,12,0,1,0,8,1,188
16,21,1,2,5,20,10,0,1,-14,0,258
21,9,0,9,4,11,5,0,0,13,1,129
6,5,0,9,2,14,14,0,0,12,1,135
5,8,0,6,7,18,45,0,0,29,0,208
8,11,1,10,6,14,14,0,0,13,2,189
11,13,2,5,7,20,36,0,0,15,2,197
12,10,0,1,6,13,37,0,0,-9,2,176
10,9,0,2,6,19,34,0,0,-21,2,196
9,4,1,3,2,16,43,0,0,-17,2,194
4,7,2,1,6,8,12,0,0,6,2,121
19,18,1,1,2,20,20,1,0,-12,0,164
18,1,2,10,5,13,59,0,0,15,2,144
1,8,2,12,3,15,0,0,1,-15,0,210
9,3,2,12,6,6,34,0,0,-15,0,156
3,2,2,5,3,6,2,0,0,21,2,108
2,17,0,1,6,17,40,0,0,-7,2,248
17,20,0,4,1,8,5,0,0,19,0,164
8,14,1,6,4,21,11,0,1,38,0,211
14,15,0,11,3,15,7,0,0,7,0,163
16,21,2,8,5,15,48,0,1,36,0,247
21,9,0,7,2,13,44,0,1,32,1,150
6,5,1,9,1,13,13,0,0,24,1,126
5,8,2,5,4,14,8,0,0,15,2,209
8,11,2,7,1,18,1,0,1,32,1,187
11,13,1,6,5,12,49,0,1,27,1,190
12,10,0,12,2,8,46,1,0,-18,0,133
10,9,0,4,6,13,3,0,0,19,0,177
9,4,1,3,1,8,13,0,0,-18,0,216
4,7,2,11,1,14,52,0,0,-4,0,138
19,18,2,7,6,14,37,0,0,39,2,184
18,1,2,3,2,8,59,0,0,-16,2,185
1,8,2,2,3,14,23,0,0,-6,0,200
9,3,0,12,2,18,47,0,0,-15,0,198
3,2,1,12,1,13,20,1,0,-1,2,105
2,17,1,10,3,14,49,0,0,11,1,226
17,20,2,5,2,20,55,0,0,23,1,169
8,14,0,1,4,8,1,1,0,-5,2,242
14,15,2,9,4,15,16,0,0,14,0,158
16,21,0,5,2,16,11,0,0,24,0,257
21,9,0,7,6,6,38,0,0,32,2,146
6,5,0,9,2,19,3,0,0,22,2,134
5,8,0,11,6,18,37,0,0,-12,2,257
8,11,1,1,6,13,3,0,0,-18,2,196
11,13,2,3,3,9,28,0,0,3,2,239
12,10,2,6,5,20,24,0,1,29,2,144
10,9,1,3,5,11,36,0,0,-9,2,208
9,4,0,1,2,10,0,1,0,-1,2,155
4,7,1,7,7,22,49,0,0,29,1,121
19,18,0,8,7,7,33,0,0,29,2,189
18,1,0,11,7,20,54,0,0,4,0,149
1,8,1,5,2,16,21,0,0,19,2,239
9,3,2,4,6,9,20,0,0,23,0,159
3,2,0,11,1,16,57,0,0,-6,2,122
2,17,2,6,2,7,27,0,1,30,2,223
17,20,0,4,1,9,38,0,1,13,2,154
8,14,2,4,3,13,9,0,1,19,1,207
14,15,2,6,3,7,19,0,1,33,2,188
16,21,2,11,7,19,35,0,0,-13,0,309
21,9,0,4,2,13,12,1,0,23,1,115
6,5,2,7,5,9,16,0,1,31,2,128
5,8,2,12,2,11,46,1,0,-23,0,171
8,11,0,10,3,19,19,0,0,22,1,191
11,13,1,7,1,21,53,0,1,33,0,188
12,10,1,10,1,7,58,0,0,18,1,195
10,9,1,10,5,21,47,0,0,25,0,183
9,4,2,5,6,21,26,0,0,11,0,154
4,7,1,11,1,8,45,0,0,-21,0,152
19,18,0,2,1,20,39,0,0,-1,2,204
18,1,1,10,4,14,21,0,0,14,1,171
1,8,1,11,6,15,42,0,0,-16,2,222
9,3,2,11,3,12,15,0,0,-2,2,182
3,2,2,3,4,6,59,0,0,6,1,113
2,17,1,10,5,11,18,0,0,10,2,221
17,20,2,2,7,19,38,0,0,-3,2,168
8,14,1,7,1,14,35,0,1,31,0,214
14,15,2,8,2,11,13,0,1,37,0,151
16,21,0,2,3,7,11,0,1,-19,2,295
21,9,2,6,6,16,20,0,0,35,2,139
6,5,1,4,6,20,57,0,0,15,2,135
5,8,1,1,1,13,31,0,0,-5,2,214
8,11,1,7,1,18,10,0,1,35,1,188
11,13,0,6,7,12,3,0,0,32,0,172
12,10,2,3,6,18,56,0,0,-25,2,169
10,9,0,10,6,20,30,0,0,11,2,186
9,4,1,8,6,7,36,0,0,29,0,169
4,7,2,10,1,10,24,0,0,18,0,124
19,18,2,12,1,16,19,0,1,-11,2,200
18,1,1,8,2,15,48,0,1,38,1,148
1,8,2,4,1,14,22,1,0,24,2,182
9,3,0,9,1,20,37,0,0,17,2,168
3,2,2,11,7,8,47,0,0,-9,0,105
2,17,2,3,5,8,59,0,0,-10,2,273
17,20,0,11,7,13,50,0,0,-24,0,156
8,14,2,11,3,15,10,0,0,-3,0,251
14,15,0,6,7,20,57,0,0,36,1,166
16,21,1,8,5,16,1,0,1,39,0,257
21,9,0,2,5,20,19,0,0,-10,2,126
6,5,0,5,2,8,29,0,0,19,2,138
5,8,0,9,3,16,3,0,1,11,1,215
8,11,0,6,7,17,13,0,0,40,1,195
11,13,1,6,7,21,42,0,0,28,0,201
12,10,2,9,6,14,54,0,0,13,0,158
10,9,2,7,1,19,19,0,1,37,0,152
9,4,2,10,3,22,10,0,0,13,2,161
4,7,2,2,7,18,46,0,0,-12,2,142
19,18,1,12,6,9,40,0,0,-8,2,208
18,1,1,9,2,9,59,0,1,14,2,157
1,8,0,9,6,7,42,0,0,20,2,206
9,3,2,9,7,14,51,0,0,19,1,181
3,2,1,1,4,15,32,0,1,-8,0,111
2,17,0,10,5,14,36,0,0,11,0,205
17,20,2,9,3,17,10,0,1,21,2,165
8,14,1,7,1,22,55,0,1,29,1,220
14,15,0,9,5,8,32,0,1,19,2,183
16,21,1,3,1,9,14,0,0,2,1,281
21,9,1,12,2,13,44,0,1,-2,2,147
6,5,2,5,2,11,17,0,0,24,1,127
5,8,2,12,7,18,18,0,0,-18,2,236
8,11,0,2,6,16,2,0,0,-18,2,215
11,13,1,2,5,13,30,0,1,-22,0,196
12,10,0,9,6,20,53,0,0,24,2,161
10,9,2,6,2,21,58,0,0,34,2,188
9,4,1,8,7,15,13,0,0,27,2,171
4,7,0,3,7,22,29,0,0,-18,0,129
19,18,0,2,6,21,20,0,0,-2,0,189
18,1,0,4,3,14,52,0,1,15,1,156
1,8,1,5,4,20,26,0,0,14,0,210
9,3,2,9,3,10,47,0,1,22,0,161
3,2,2,7,4,13,7,0,1,30,1,107
2,17,1,1,4,9,16,1,0,9,2,244
17,20,1,10,5,18,15,0,0,19,1,183
8,14,0,4,1,12,17,0,0,22,1,238
14,15,0,2,6,12,43,0,0,8,0,183
16,21,1,5,7,6,56,0,0,24,0,278
21,9,1,2,2,7,8,0,0,-4,0,156
6,5,0,5,1,8,38,0,0,20,0,133
5,8,2,8,4,8,55,0,1,32,2,217
8,11,2,12,7,15,14,0,0,-8,2,185
11,13,1,3,1,6,9,0,0,-2,0,184
12,10,1,1,2,17,18,1,0,-18,2,146
10,9,2,4,3,22,58,0,0,25,0,180
9,4,0,6,6,20,53,0,0,28,1,173
4,7,0,1,1,13,33,1,0,-6,2,123
19,18,0,4,3,6,4,1,0,18,2,174
18,1,2,8,6,13,56,0,0,38,1,156
1,8,2,11,2,12,19,0,0,-16,0,209
9,3,0,1,4,14,15,0,1,-24,0,163
3,2,1,12,2,17,57,0,1,5,2,114
2,17,2,2,4,8,52,0,1,-20,2,265
17,20,1,11,2,22,38,0,0,-1,0,156
8,14,1,2,3,16,52,0,1,-21,0,258
14,15,1,7,5,6,8,0,1,36,0,154
16,21,2,12,1,9,0,1,0,-2,0,242
21,9,1,10,3,7,16,0,0,22,0,147
6,5,0,8,2,22,0,0,1,37,2,108
5,8,0,6,7,17,16,0,0,37,1,216
8,11,2,6,3,11,48,0,0,30,0,185
11,13,2,7,7,16,55,0,0,34,2,177
12,10,2,5,4,10,12,0,0,24,2,141
10,9,2,5,5,16,39,0,0,15,1,203
9,4,0,10,1,22,3,0,0,21,1,151
4,7,2,8,3,7,59,0,1,36,2,143
19,18,2,8,7,18,35,0,0,39,1,224
18,1,1,1,5,9,28,0,0,-21,0,155
1,8,2,5,2,15,20,0,0,14,0,202
9,3,1,2,6,10,39,0,0,6,0,185
3,2,2,3,2,22,5,0,0,-25,2,91
2,17,1,9,7,20,8,0,0,24,0,233
17,20,2,7,7,9,16,0,0,33,0,141
8,14,1,3,7,19,32,0,0,8,1,265
14,15,2,6,7,7,58,0,0,26,0,170
16,21,0,4,6,11,13,0,0,21,1,248
21,9,0,6,3,6,5,0,1,26,1,128
6,5,1,6,2,20,23,0,0,27,0,124
5,8,2,6,4,7,37,0,1,37,1,229
8,11,0,2,6,11,23,0,0,4,1,174
11,13,0,5,5,20,49,0,0,24,1,201
12,10,1,1,6,22,48,0,0,-19,0,147
10,9,0,1,7,8,17,0,0,1,0,172
9,4,0,2,6,14,39,0,0,-7,2,179
4,7,2,2,7,19,49,0,0,-4,0,134
19,18,2,3,2,12,24,0,0,-19,0,200
18,1,1,3,7,18,8,0,0,-24,2,171
1,8,2,9,3,14,50,0,1,15,0,196
9,3,0,7,5,17,19,0,1,33,2,184
3,2,2,4,3,14,13,0,1,25,0,93
2,17,2,5,5,20,14,0,0,19,2,225
17,20,0,2,5,22,47,0,0,5,2,169
8,14,1,1,4,21,28,1,0,-15,2,223
14,15,1,3,5,16,12,0,0,-24,0,189
16,21,1,1,5,17,55,0,0,1,0,340
21,9,2,6,3,6,27,0,0,30,2,128
6,5,2,11,7,14,58,0,0,8,2,138
5,8,2,10,6,12,39,0,0,25,0,192
8,11,0,9,1,20,38,0,0,10,1,181
11,13,1,7,5,22,46,0,1,40,1,193
12,10,0,8,7,9,24,0,0,36,0,144
10,9,0,2,5,18,52,0,0,-2,2,223
9,4,0,2,4,17,53,0,0,4,1,187
4,7,0,12,5,6,42,1,0,-15,0,119
19,18,1,6,5,14,25,0,1,36,1,197
18,1,1,9,4,20,28,0,0,23,1,162
1,8,1,7,2,14,4,0,1,34,0,197
9,3,2,6,6,14,59,0,0,38,1,153
3,2,0,12,5,9,16,0,1,-20,0,100
2,17,1,3,6,8,15,0,0,-1,2,237
17,20,1,8,6,8,31,0,0,35,0,154
8,14,2,1,4,9,15,0,1,-3,2,204
14,15,2,9,1,17,12,0,1,10,2,170
16,21,0,10,3,13,48,0,0,13,1,278
21,9,2,4,3,9,11,0,0,12,0,139
6,5,0,6,5,12,2,0,1,33,0,110
5,8,1,6,4,17,42,0,1,26,1,222
8,11,2,1,6,13,5,0,0,-3,2,198
11,13,1,3,2,12,53,0,0,-24,0,209
12,10,2,2,3,6,54,0,1,-19,0,150
10,9,2,2,7,17,45,0,0,-19,2,242
9,4,2,2,6,11,49,0,0,-5,0,159
4,7,1,10,2,20,34,0,0,17,0,128
19,18,1,4,1,11,12,0,0,16,1,179
18,1,2,10,3,11,23,0,0,15,1,152
1,8,1,12,7,20,50,0,0,6,2,241
9,3,0,1,6,19,43,0,0,-8,0,173
3,2,0,10,5,14,11,0,0,16,2,102
2,17,2,7,5,12,5,0,1,34,2,214
17,20,0,3,4,19,16,0,0,-25,0,162
8,14,2,5,2,11,42,0,0,20,2,215
14,15,1,7,1,22,31,0,1,26,0,148
16,21,1,1,7,17,32,0,0,-7,0,295
21,9,0,6,6,13,7,0,0,30,0,121
6,5,2,1,1,16,44,0,0,-17,0,134
5,8,2,3,7,14,49,0,0,-6,2,243
8,11,2,12,6,9,56,0,0,-7,0,191
11,13,1,1,5,13,1,1,0,4,0,179
12,10,0,7,2,15,43,0,1,31,0,160
10,9,1,3,7,7,53,0,0,-20,2,231
9,4,1,3,5,22,1,0,0,-5,2,162
4,7,0,10,2,18,48,0,0,21,2,139
19,18,0,10,5,14,50,0,0,18,0,189
18,1,0,3,6,16,45,0,0,-14,0,195
1,8,0,4,6,12,9,0,0,17,2,212
9,3,2,10,6,15,4,0,0,12,2,158
3,2,1,8,7,19,3,0,0,32,1,107
2,17,1,4,7,10,18,0,0,13,0,213
17,20,0,3,6,14,22,0,0,-15,2,164
8,14,0,1,1,14,22,1,0,6,0,212
14,15,0,2,5,6,36,0,1,0,0,161
16,21,1,11,3,19,0,0,0,-24,0,271
21,9,0,8,3,8,34,0,1,28,1,151
6,5,2,8,6,11,23,0,0,33,0,116
5,8,0,9,3,21,49,0,0,18,2,194
8,11,0,10,6,19,20,0,0,11,0,190
11,13,2,11,4,17,44,0,0,7,2,237
12,10,2,3,7,6,5,0,0,0,0,155
10,9,2,5,6,18,12,0,0,24,0,182
9,4,0,7,3,21,19,0,1,30,2,158
4,7,0,12,1,9,32,0,1,-25,2,116
19,18,2,5,5,15,50,0,0,13,1,189
18,1,0,11,4,11,5,0,0,-15,0,150
1,8,1,9,2,18,15,0,1,13,0,210
9,3,2,3,5,20,21,0,0,-6,0,172
3,2,2,4,7,16,21,0,0,16,2,112
2,17,1,12,5,8,34,0,0,0,0,268
17,20,0,12,7,11,0,0,0,-10,0,162
8,14,0,5,1,14,31,0,0,23,2,235
14,15,2,1,6,6,5,0,0,-10,0,159
16,21,1,6,4,20,48,0,1,30,0,258
21,9,2,5,4,10,8,0,0,25,2,135
6,5,0,2,1,6,54,0,0,-4,2,136
5,8,2,4,7,22,9,0,0,24,1,213
8,11,1,10,2,7,59,0,0,20,2,233
11,13,1,5,2,21,36,0,0,13,2,191
12,10,1,1,1,18,30,0,0,-9,0,183
10,9,2,9,6,15,40,0,0,17,1,217
9,4,0,4,3,15,8,0,1,23,0,152
4,7,1,10,7,9,18,0,0,18,0,120
19,18,2,3,5,7,15,0,0,6,2,252
18,1,2,8,7,22,35,0,0,31,1,150
1,8,0,7,1,15,19,0,1,29,2,218
9,3,2,12,4,21,16,1,0,-15,0,151
3,2,1,9,2,13,12,0,1,21,0,98
2,17,1,10,2,19,45,0,0,12,0,210
17,20,2,9,4,7,42,0,1,18,0,172
8,14,0,4,2,17,28,1,0,18,0,207
14,15,0,2,5,18,55,0,0,-25,2,214
16,21,1,7,2,11,34,0,1,36,0,244
21,9,0,1,2,13,7,0,0,-18,2,144
6,5,1,8,5,22,48,0,1,37,0,114
5,8,0,9,2,21,6,0,0,10,2,215
8,11,1,8,6,17,29,0,0,31,0,195
11,13,1,1,7,16,32,0,0,-1,2,225
12,10,1,7,4,13,3,0,1,27,2,160
10,9,1,1,6,22,6,0,0,-22,2,209
9,4,1,2,3,10,18,0,0,-14,0,176
4,7,1,5,7,9,41,0,0,20,1,138
19,18,0,11,1,7,44,0,0,-8,2,235
18,1,2,3,4,6,18,0,0,-12,2,176
1,8,2,11,3,21,0,0,0,-4,2,196
9,3,0,4,5,18,22,0,1,21,0,171
3,2,0,6,7,15,56,0,0,31,2,106
2,17,1,10,6,22,17,0,0,24,2,221
17,20,1,1,4,9,38,1,0,-1,0,177
8,14,0,3,2,13,4,0,0,-3,2,228
14,15,0,2,2,20,18,0,0,-2,2,194
16,21,1,5,3,12,14,0,0,23,1,292
21,9,0,11,3,10,39,0,0,-11,2,149
6,5,0,1,7,20,53,0,0,-18,0,130
5,8,1,12,1,20,21,0,0,-17,0,212
8,11,1,3,2,14,14,0,0,-24,0,201
11,13,0,2,5,6,47,0,0,-8,2,205
12,10,2,9,4,13,9,0,1,15,0,147
10,9,1,8,4,16,38,0,1,29,1,215
9,4,1,1,1,11,20,1,0,-5,0,161
4,7,2,11,4,6,54,0,0,-2,2,144
19,18,1,12,2,15,11,0,0,-8,2,190
18,1,1,10,7,14,26,0,0,20,2,161
1,8,1,12,7,16,23,0,0,3,0,232
9,3,1,4,4,14,18,0,0,18,2,189
3,2,0,8,6,7,34,0,0,33,0,95
2,17,1,1,4,20,53,0,1,-22,2,261
17,20,0,7,7,12,30,0,0,33,0,153
8,14,1,10,5,18,23,0,0,24,2,270
14,15,2,4,2,18,24,1,0,15,1,154
16,21,2,5,7,12,45,0,0,17,2,295
21,9,1,2,4,15,31,0,0,-23,0,141
6,5,2,1,7,15,31,0,0,1,2,130
5,8,0,8,4,22,25,0,1,28,0,177
8,11,1,10,7,17,2,0,0,16,0,198
11,13,2,2,3,14,15,0,0,-22,2,207
12,10,2,9,5,6,1,0,0,15,0,145
10,9,2,8,5,17,12,0,1,26,1,200
9,4,0,12,1,8,52,0,1,7,1,179
4,7,0,10,7,6,14,0,0,17,0,111
19,18,1,6,6,8,18,0,0,40,2,177
18,1,2,10,4,9,46,0,0,24,1,173
1,8,1,4,5,20,12,1,0,12,1,205
9,3,0,7,2,13,57,0,1,30,2,158
3,2,1,1,7,12,56,0,0,-21,0,109
2,17,2,3,5,7,55,0,0,5,0,263
17,20,1,4,6,9,4,0,0,23,2,179
8,14,2,1,2,13,24,0,1,-3,0,215
14,15,1,3,7,17,6,0,0,4,2,210
16,21,0,8,4,20,21,0,1,38,0,248
21,9,2,2,2,18,16,0,1,5,1,156
6,5,1,10,6,12,46,0,0,19,2,128
5,8,2,9,1,15,33,0,0,15,1,214
8,11,2,7,6,10,39,0,0,34,2,195
11,13,1,7,7,20,11,0,0,40,1,184
12,10,1,12,1,6,42,1,0,-10,0,146
10,9,0,1,1,10,43,0,1,-18,0,165
9,4,0,12,4,10,9,0,0,-18,2,175
4,7,2,6,1,12,39,0,0,28,2,129
19,18,1,11,5,20,2,0,0,-7,2,190
18,1,0,12,3,18,10,0,1,-6,2,168
1,8,0,8,2,14,34,0,1,33,0,183
9,3,0,6,3,17,41,0,0,34,1,192
3,2,2,4,4,11,2,1,0,18,0,77
2,17,0,11,4,22,48,0,0,-6,0,203
17,20,2,6,2,18,33,0,1,30,2,166
8,14,0,5,1,6,56,0,0,15,1,258
14,15,0,6,7,20,28,0,0,36,2,178
16,21,0,4,4,13,45,0,1,17,1,240
21,9,0,12,7,18,50,0,0,-13,0,154
6,5,0,1,7,14,42,0,0,-17,2,131
5,8,1,9,7,10,50,0,0,19,1,233
8,11,0,2,5,18,36,0,0,8,1,260
11,13,2,5,1,20,43,0,0,16,2,169
12,10,0,2,4,16,40,0,0,1,2,195
10,9,2,10,2,22,8,0,0,12,1,182
9,4,0,4,7,14,18,0,0,13,0,150
